realty_id,type,offer_type,square_meters,year_built,land_area,total_floors,floor,registered,heating_type,total_rooms,total_bathrooms,price,city,quarter
2964,stan,izdavanje,41.0,,,,,False,Samostalno,2.0,,380.0,Beograd,
2976,stan,prodaja,61.0,,,,1.0,False,Samostalno,3.0,,67000.0,Beograd,Mirijevo I
2977,stan,izdavanje,20.0,2002,,,,False,,1.0,,180.0,Beograd,Poštanska štedionica
2979,stan,prodaja,45.0,1965,,,,False,Samostalno,2.0,,81000.0,Beograd,Lion
15708,kuca,prodaja,300.0,,,,2.0,False,,,,60000.0,Jagodina,
2983,stan,izdavanje,170.0,,,,,False,Samostalno,1.0,,550.0,Beograd,Mali mokri lug
2985,stan,izdavanje,28.0,2010,,,,False,Samostalno,2.0,,300.0,Beograd,Lekino brdo
2986,stan,prodaja,28.0,2010,,,,False,Samostalno,2.0,,55000.0,Beograd,Lekino brdo
2990,stan,prodaja,113.0,2008,,,4.0,False,Samostalno,4.0,,210000.0,Beograd,Banjica
2993,stan,izdavanje,60.0,2006,,,2.0,False,Centralno,2.0,,350.0,Beograd,Novi Beograd Blok 63
2994,stan,prodaja,33.0,,,,,False,Samostalno,1.0,,36400.0,Beograd,Karaburma
2997,stan,prodaja,64.0,1960,,,3.0,False,Centralno,3.0,,99900.0,Beograd,Golf naselje
3000,stan,izdavanje,95.0,,,,2.0,False,Samostalno,3.0,,800.0,Beograd,Vukov spomenik
3001,stan,prodaja,74.0,1976,,,4.0,False,Samostalno,3.0,,85000.0,Beograd,Karaburma
3002,stan,prodaja,64.0,1960,,,3.0,False,Centralno,3.0,,99900.0,Beograd,Banovo brdo
3003,stan,izdavanje,98.0,2008,,,2.0,False,Centralno,3.0,,900.0,Beograd,Vračar (Centar)
3004,stan,prodaja,330.0,2019,,,5.0,False,,6.0,,795000.0,Beograd,Cvetni trg
3010,stan,prodaja,330.0,2019,,,5.0,False,,6.0,,795000.0,Beograd,Vračar (Centar)
3011,stan,prodaja,23.0,,,,,False,Samostalno,1.0,,14500.0,Beograd,Padinska skela
3012,stan,prodaja,330.0,2019,,,5.0,False,,6.0,,795000.0,Beograd,Vračar (Centar)
3013,stan,prodaja,330.0,2019,,,5.0,False,,6.0,,795000.0,Beograd,Slavija
3014,stan,prodaja,53.0,2020,,,1.0,False,Centralno,3.0,,105000.0,Beograd,Lekino brdo
3016,stan,izdavanje,60.0,,,,4.0,False,Centralno,2.0,,500.0,Beograd,Vračar (Centar)
3024,stan,prodaja,54.0,1986,,,2.0,False,Centralno,2.0,,61000.0,Beograd,Višnjička banja
3034,stan,izdavanje,43.0,1938,,,4.0,False,Centralno,2.0,,370.0,Beograd,Gornji Dorćol
3047,stan,izdavanje,61.0,2019,,,4.0,False,Centralno,2.0,,1000.0,Beograd,
3064,stan,izdavanje,104.0,,,,1.0,False,Centralno,4.0,,750.0,Beograd,Vračar (Hram)
3070,stan,izdavanje,120.0,,,,1.0,False,"Samostalno, Klima",4.0,1.0,450.0,Beograd,Vračar (Centar)
3071,stan,izdavanje,70.0,,,,1.0,False,Centralno,3.0,,1000.0,Beograd,Terazije ( centar )
3073,stan,prodaja,26.0,2000,,,,False,Samostalno,1.0,,25000.0,Beograd,Višnjica
3074,stan,prodaja,41.0,,,,,False,Samostalno,2.0,,112000.0,Beograd,
3077,stan,prodaja,76.0,2000,,,1.0,False,Samostalno,3.0,,78000.0,Beograd,Višnjica
3081,stan,izdavanje,40.0,,,,3.0,False,Samostalno,2.0,,320.0,Beograd,Beograđanka ( centar )
3082,stan,izdavanje,113.0,,,,2.0,False,Samostalno,4.0,,750.0,Beograd,Zvezdin stadion
3084,stan,izdavanje,86.0,,,,,False,Centralno,4.0,,900.0,Beograd,Beograđanka ( centar )
3091,stan,izdavanje,68.0,,,,8.0,False,Centralno,3.0,,350.0,Beograd,Novi Beograd Blok 11c (Stari Merkator)
3098,stan,prodaja,75.0,,,,3.0,False,Centralno,3.0,,60000.0,Beograd,Borča I
3100,stan,izdavanje,42.0,1934,,,,False,Centralno,1.0,,250.0,Beograd,Knez Mihajlova ( centar )
15858,kuca,prodaja,50.0,,,,1.0,False,,,,11000.0,Jagodina,
3102,stan,izdavanje,125.0,,,,5.0,False,"Samostalno, Klima",4.0,1.0,1200.0,Beograd,Crveni krst
3104,stan,izdavanje,90.0,2020,,,1.0,False,Centralno,3.0,,1500.0,Beograd,Beograd na vodi
3105,stan,prodaja,69.0,,,,2.0,False,Centralno,2.0,,117000.0,Beograd,Hala Pionir
3106,stan,prodaja,126.0,2020,,,6.0,False,Centralno,2.0,1.0,321000.0,Beograd,Crveni krst
3111,stan,izdavanje,62.0,,,,,False,Samostalno,2.0,,500.0,Beograd,Cvetkova pijaca
3112,stan,prodaja,48.0,2019,,,5.0,False,Samostalno,2.0,,47444.0,Beograd,Borča I
3113,stan,izdavanje,87.0,,,,,False,Samostalno,2.0,,800.0,Beograd,Terazije ( centar )
3114,stan,izdavanje,1000.0,2020,,,,False,Samostalno,1.0,,4000.0,Pećinci,
3117,stan,izdavanje,30.0,,,,1.0,False,"Samostalno, Klima",1.0,1.0,250.0,Beograd,Južni bulevar
3122,stan,izdavanje,56.0,2010,,,1.0,False,Centralno,2.0,,350.0,Beograd,Vukov spomenik
3127,stan,prodaja,75.0,2020,,,1.0,False,Samostalno,3.0,,262500.0,Beograd,Dedinje (Beli dvor)
3128,stan,prodaja,75.0,2020,,,1.0,False,Samostalno,3.0,,262500.0,Beograd,Dedinje (Beli dvor)
3131,stan,izdavanje,46.0,,,,,False,Centralno,3.0,,450.0,Beograd,Lion
3132,stan,prodaja,98.0,2020,,,1.0,False,Samostalno,3.0,,343000.0,Beograd,Dedinje (Beli dvor)
3135,stan,prodaja,55.0,2011,,,1.0,False,Centralno,2.0,,130000.0,Beograd,Banovo brdo
3139,stan,izdavanje,60.0,,,,,False,Samostalno,3.0,,400.0,Beograd,Braće Jerković
3143,stan,izdavanje,40.0,,,,5.0,False,Centralno,2.0,,500.0,Beograd,Donji Dorćol
3145,stan,prodaja,114.0,2020,,,1.0,False,Samostalno,4.0,,399000.0,Beograd,Dedinje (Beli dvor)
3148,stan,prodaja,73.0,,,,5.0,False,Centralno,3.0,,93000.0,Beograd,Veljko Vlahović
3149,stan,izdavanje,54.0,,,,,False,Centralno,3.0,,350.0,Beograd,Kneza Miloša ( centar )
3150,stan,izdavanje,220.0,,,,3.0,False,Centralno,6.0,,1500.0,Beograd,Gornji Dorćol
3151,stan,prodaja,86.0,,,,3.0,False,Centralno,4.0,,83000.0,Beograd,Višnjička banja
3152,stan,prodaja,74.0,2015,,,3.0,False,Samostalno,3.0,,110000.0,Beograd,Banjica
3153,stan,prodaja,76.0,1985,,,2.0,False,Samostalno,3.0,,72000.0,Beograd,Borča I
3154,stan,prodaja,80.0,1970,,,1.0,False,Centralno,3.0,,121000.0,Beograd,Novi Beograd Blok 70 (Kineski TC)
3156,stan,izdavanje,125.0,2011,,,5.0,False,Samostalno,4.0,,1000.0,Beograd,Crveni krst
3159,stan,prodaja,101.0,,,,,False,Centralno,3.0,,320000.0,Beograd,
3161,stan,prodaja,53.0,2010,,,,False,Centralno,2.0,,40000.0,Beograd,Rospi ćuprija
3162,stan,prodaja,62.0,,,,5.0,False,Centralno,2.0,,156000.0,Beograd,Novi Beograd Blok 67a
3167,stan,izdavanje,54.0,,,,1.0,False,Centralno,2.0,,420.0,Beograd,Vukov spomenik
3172,stan,prodaja,43.0,2020,,,,False,Samostalno,2.0,,55860.0,Beograd,Surčin
3174,stan,izdavanje,70.0,2020,,,1.0,False,Samostalno,3.0,,600.0,Beograd,Vračar (Hram)
3175,stan,prodaja,67.0,2020,,,1.0,False,Samostalno,3.0,,87050.0,Beograd,Surčin
3176,stan,prodaja,42.0,2020,,,,False,Samostalno,2.0,,54560.0,Beograd,Surčin
3177,stan,prodaja,43.0,2020,,,1.0,False,Samostalno,2.0,,55860.0,Beograd,Surčin
3178,stan,prodaja,58.0,2020,,,,False,Samostalno,3.0,,75350.0,Beograd,Surčin
3179,stan,prodaja,42.0,2020,,,1.0,False,Samostalno,2.0,,54560.0,Beograd,Surčin
3180,stan,prodaja,62.0,2020,,,1.0,False,Samostalno,3.0,,80540.0,Beograd,Surčin
3181,stan,prodaja,55.0,2020,,,,False,Samostalno,3.0,,71450.0,Beograd,Surčin
3182,stan,prodaja,35.0,2020,,,,False,Samostalno,2.0,,45470.0,Beograd,Surčin
3183,stan,prodaja,43.0,2020,,,2.0,False,Samostalno,2.0,,55860.0,Beograd,Surčin
3184,stan,prodaja,46.0,2020,,,3.0,False,Samostalno,2.0,,59754.0,Beograd,Surčin
3186,stan,prodaja,65.0,2020,,,3.0,False,Samostalno,2.0,,84435.0,Beograd,Surčin
3190,stan,prodaja,57.0,2020,,,3.0,False,Samostalno,2.0,,74043.0,Beograd,Surčin
3192,stan,prodaja,37.0,2020,,,3.0,False,Samostalno,2.0,,48100.0,Beograd,Surčin
3193,stan,prodaja,45.0,2020,,,3.0,False,Samostalno,2.0,,58455.0,Beograd,Surčin
3195,stan,prodaja,71.0,,,,1.0,False,Centralno,2.0,,99000.0,Beograd,Konjarnik
3199,stan,prodaja,33.0,,,,,False,Samostalno,2.0,,45000.0,Beograd,Vukov spomenik
3201,stan,izdavanje,88.0,1985,,,8.0,False,Centralno,3.0,,400.0,Beograd,Tašmajdan
3202,stan,izdavanje,85.0,,,,2.0,False,Centralno,3.0,,590.0,Beograd,Beograđanka ( centar )
3204,stan,prodaja,64.0,2020,,,5.0,False,Centralno,2.0,,235000.0,Beograd,Beograđanka ( centar )
3206,stan,prodaja,54.0,2019,,,1.0,False,Samostalno,2.0,,68000.0,Beograd,Karaburma
3210,stan,izdavanje,76.0,,,,,False,Centralno,3.0,,650.0,Beograd,Lekino brdo
3220,stan,izdavanje,168.0,1940,,,1.0,False,Centralno,6.0,,1800.0,Beograd,Beograđanka ( centar )
3226,stan,izdavanje,44.0,2019,,,,False,Samostalno,1.0,,400.0,Beograd,Lion
3240,stan,izdavanje,105.0,1988,,,,False,Centralno,5.0,,420.0,Beograd,Veljko Vlahović
3242,stan,izdavanje,26.0,,,,,False,Samostalno,1.0,,150.0,Beograd,Altina
3245,stan,prodaja,53.0,,,,6.0,False,Samostalno,2.0,,56000.0,Beograd,Žarkovo
3246,stan,prodaja,53.0,,,,6.0,False,Samostalno,2.0,,56000.0,Beograd,Bele vode
3249,stan,prodaja,103.0,,,,,False,Centralno,4.0,,277000.0,Beograd,Dedinje (Beli dvor)
3253,stan,prodaja,78.0,,,,1.0,False,Centralno,3.0,,200000.0,Beograd,Dedinje (Beli dvor)
3258,stan,prodaja,108.0,,,,2.0,False,Centralno,4.0,,272000.0,Beograd,Dedinje (Beli dvor)
3262,stan,prodaja,109.0,,,,1.0,False,Centralno,4.0,,267000.0,Beograd,Dedinje (Beli dvor)
3264,stan,prodaja,88.0,,,,,False,Centralno,3.0,,205000.0,Beograd,Dedinje (Beli dvor)
3271,stan,prodaja,80.0,1991,,,4.0,False,Samostalno,3.0,,120000.0,Beograd,Gundulićev venac
3276,stan,prodaja,49.0,,,,10.0,False,Centralno,2.0,,155888.0,Beograd,Beograd na vodi
3277,stan,prodaja,144.0,,,,9.0,False,Centralno,4.0,,413888.0,Beograd,Beograd na vodi
3278,stan,prodaja,88.0,,,,3.0,False,Centralno,4.0,,246888.0,Beograd,Beograd na vodi
3279,stan,prodaja,89.0,,,,13.0,False,Centralno,3.0,,268888.0,Beograd,Beograd na vodi
3282,stan,prodaja,54.0,2019,,,23.0,False,Centralno,2.0,,176888.0,Beograd,Beograd na vodi
3283,stan,prodaja,88.0,,,,14.0,False,Centralno,3.0,,253888.0,Beograd,Beograd na vodi
3285,stan,izdavanje,30.0,2012,,,1.0,False,Samostalno,1.0,,300.0,Beograd,Lekino brdo
3286,stan,izdavanje,118.0,2020,,,4.0,False,Centralno,4.0,,2500.0,Beograd,Beograđanka ( centar )
3288,stan,prodaja,80.0,,,,19.0,False,Centralno,3.0,,265888.0,Beograd,Beograd na vodi
3289,stan,prodaja,114.0,,,,21.0,False,Centralno,4.0,,364888.0,Beograd,Beograd na vodi
3290,stan,prodaja,61.0,,,,5.0,False,Centralno,2.0,,169888.0,Beograd,Beograd na vodi
3295,stan,prodaja,54.0,,,,12.0,False,Centralno,2.0,,156888.0,Beograd,Beograd na vodi
3296,stan,izdavanje,92.0,1936,,,3.0,False,Centralno,4.0,,1000.0,Beograd,Cvetni trg
3297,stan,prodaja,51.0,1993,,,,False,Centralno,2.0,,95000.0,Beograd,Golf naselje
3299,stan,prodaja,119.0,2019,,,18.0,False,Centralno,4.0,,376888.0,Beograd,Beograd na vodi
3301,stan,izdavanje,32.0,,,,,False,Centralno,1.0,,350.0,Beograd,Senjak
3304,stan,prodaja,60.0,2020,,,3.0,False,,3.0,,160000.0,Beograd,Gundulićev venac
3314,stan,prodaja,51.0,1993,,,,False,Centralno,2.0,,95000.0,Beograd,Banovo brdo
3317,stan,prodaja,72.0,,,,1.0,False,Centralno,3.0,,93000.0,Beograd,Cerak vinogradi
3325,stan,prodaja,20.0,1994,,,,False,Samostalno,1.0,,42500.0,Beograd,Voždovac
3326,stan,prodaja,66.0,,,,2.0,False,Samostalno,3.0,,52000.0,Beograd,Borča I
3332,stan,izdavanje,35.0,2016,,,1.0,False,Samostalno,1.0,,230.0,Beograd,Gundulićev venac
15926,kuca,prodaja,520.0,,,,,False,,,,800000.0,Beograd,Filmski grad
3346,stan,izdavanje,7.0,,,,,False,Samostalno,1.0,,250.0,Beograd,Vukov spomenik
3350,stan,prodaja,53.0,2020,,,2.0,False,Centralno,3.0,,106900.0,Beograd,Lekino brdo
3351,stan,prodaja,61.0,2019,,,3.0,False,Centralno,3.0,,150000.0,Beograd,Crveni krst
3352,stan,prodaja,41.0,2007,,,,False,Centralno,1.0,,51000.0,Beograd,Karaburma
3377,stan,prodaja,59.0,1936,,,4.0,False,Centralno,2.0,,119000.0,Beograd,Andrićev venac
3378,stan,prodaja,98.0,,,,2.0,False,Centralno,4.0,,175000.0,Beograd,Hala Pionir
3383,stan,izdavanje,40.0,2019,,,,False,Centralno,2.0,,400.0,Beograd,Crveni krst
3391,stan,prodaja,62.0,2019,,,4.0,False,Samostalno,3.0,,129580.0,Beograd,Učiteljsko naselje
3392,stan,prodaja,62.0,2019,,,4.0,False,Samostalno,3.0,,122760.0,Beograd,Učiteljsko naselje
3395,stan,prodaja,59.0,2019,,,5.0,False,Samostalno,2.0,,127990.0,Beograd,Učiteljsko naselje
3396,stan,prodaja,62.0,2019,,,5.0,False,Samostalno,2.0,,134080.0,Beograd,Učiteljsko naselje
3399,stan,prodaja,62.0,2019,,,2.0,False,Samostalno,3.0,,115940.0,Beograd,Učiteljsko naselje
3422,stan,prodaja,57.0,,,,3.0,False,Centralno,2.0,,163888.0,Beograd,Beograd na vodi
3423,stan,prodaja,53.0,,,,,False,Centralno,2.0,,63600.0,Beograd,Mirijevo I
3425,stan,izdavanje,60.0,,,,1.0,False,Centralno,2.0,,500.0,Beograd,Botanička bašta
3426,stan,prodaja,139.0,,,,15.0,False,Centralno,4.0,,472888.0,Beograd,Beograd na vodi
3430,stan,prodaja,110.0,,,,15.0,False,Centralno,3.0,,358888.0,Beograd,Beograd na vodi
3432,stan,prodaja,69.0,,,,14.0,False,Centralno,3.0,,212888.0,Beograd,Beograd na vodi
3433,stan,prodaja,139.0,,,,12.0,False,Centralno,4.0,,442888.0,Beograd,Beograd na vodi
3434,stan,prodaja,43.0,,,,,False,Centralno,1.0,,77000.0,Beograd,Banovo brdo
3435,stan,prodaja,60.0,,,,14.0,False,Centralno,2.0,,189999.0,Beograd,Beograd na vodi
3439,stan,prodaja,77.0,2012,,,,False,Samostalno,3.0,,69450.0,Beograd,Gradska bolnica
3445,stan,prodaja,33.0,,,,,False,Samostalno,2.0,,33000.0,Beograd,Višnjička banja
3454,stan,prodaja,7407.0,,,,,False,,,,100000.0,Pećinci,
15927,kuca,prodaja,578.0,,26000.0,,,False,,,,1030000.0,Čenej,
3462,stan,izdavanje,70.0,,,,6.0,False,Centralno,3.0,,600.0,Beograd,Gornji Dorćol
3475,stan,prodaja,77.0,1984,,,20.0,False,"Centralno, Samostalno",3.0,,86000.0,Beograd,Zvezdara
3478,stan,prodaja,70.0,,,,2.0,False,Samostalno,2.0,,75000.0,Beograd,Karaburma
3480,stan,prodaja,34.0,,,,,False,Samostalno,2.0,,35000.0,Beograd,Karaburma
3483,stan,prodaja,60.0,,,,3.0,False,Samostalno,2.0,,65000.0,Beograd,Karaburma
3486,stan,izdavanje,125.0,2002,,,1.0,False,Centralno,4.0,,750.0,Beograd,Lekino brdo
3489,stan,prodaja,45.0,1991,,,,False,Centralno,2.0,,45900.0,Beograd,Borča I
3490,stan,prodaja,58.0,2014,,,5.0,False,Centralno,2.0,,61950.0,Beograd,Karaburma
3492,stan,prodaja,58.0,2014,,,5.0,False,Centralno,2.0,,61950.0,Beograd,Karaburma
3498,stan,izdavanje,52.0,2017,,,2.0,False,Samostalno,2.0,,450.0,Beograd,Voždovac
3502,stan,izdavanje,34.0,,,,3.0,False,Centralno,1.0,,350.0,Beograd,Đeram pijaca
3503,stan,izdavanje,52.0,,,,1.0,False,Centralno,2.0,,500.0,Beograd,Gornji Dorćol
3513,stan,prodaja,84.0,2010,,,5.0,False,Centralno,3.0,,100000.0,Beograd,Rospi ćuprija
3515,stan,prodaja,64.0,1980,,,,False,Centralno,2.0,,63000.0,Beograd,Višnjička banja
16152,kuca,prodaja,23.0,,,,,False,,,,14000.0,Niš,Palilula
3530,stan,prodaja,54.0,1960,,,5.0,False,Samostalno,2.0,,70000.0,Beograd,Centar (uži)
3541,stan,prodaja,112.0,,,,18.0,False,Centralno,4.0,,297888.0,Beograd,Beograd na vodi
3542,stan,izdavanje,35.0,,,,,False,Samostalno,2.0,,200.0,Beograd,Banovo brdo
3545,stan,prodaja,43.0,,,,,False,Samostalno,2.0,,45000.0,Beograd,Cvetkova pijaca
3546,stan,prodaja,48.0,1970,,,,False,Samostalno,2.0,,52000.0,Beograd,Cerak
3547,stan,izdavanje,135.0,,,,5.0,False,Centralno,4.0,,1500.0,Beograd,Andrićev venac
3548,stan,izdavanje,52.0,1931,,,,False,Samostalno,2.0,,600.0,Beograd,Gornji Dorćol
3550,stan,prodaja,81.0,,,,2.0,False,Centralno,3.0,,223888.0,Beograd,Beograd na vodi
3551,stan,izdavanje,138.0,,,,,False,Centralno,6.0,,2175.0,Beograd,Andrićev venac
3556,stan,izdavanje,65.0,,,,2.0,False,Centralno,2.0,,1000.0,Beograd,Poštanska štedionica
3559,stan,izdavanje,105.0,,,,4.0,False,Centralno,3.0,,1400.0,Beograd,Kalenić pijaca
3560,stan,izdavanje,65.0,,,,3.0,False,Centralno,2.0,,1000.0,Beograd,Kalenić pijaca
3561,stan,izdavanje,163.0,,,,3.0,False,Centralno,5.0,,2040.0,Beograd,Andrićev venac
3563,stan,prodaja,139.0,2018,,,,False,Centralno,3.0,,195000.0,Beograd,Severni bulevar
3568,stan,prodaja,129.0,2018,,,2.0,False,Centralno,4.0,,236900.0,Beograd,Severni bulevar
3569,stan,izdavanje,70.0,,,,,False,Centralno,3.0,,750.0,Beograd,Đeram pijaca
3570,stan,izdavanje,175.0,1933,,,3.0,False,Samostalno,7.0,,1000.0,Beograd,Savski venac
3577,stan,izdavanje,36.0,2015,,,3.0,False,Centralno,2.0,,400.0,Beograd,Đeram pijaca
3585,stan,prodaja,147.0,,,,,False,Centralno,4.0,,250000.0,Beograd,Golf naselje
3586,stan,prodaja,119.0,,,,10.0,False,Centralno,4.0,,323888.0,Beograd,Beograd na vodi
3590,stan,prodaja,147.0,,,,,False,Centralno,4.0,,250000.0,Beograd,Golf naselje
3602,stan,prodaja,66.0,,,,5.0,False,Samostalno,3.0,,68000.0,Beograd,Karaburma
3608,stan,prodaja,73.0,2018,,,29.0,False,Centralno,2.0,,550888.0,Beograd,Beograd na vodi
3609,stan,prodaja,73.0,2018,,,32.0,False,Centralno,2.0,,558888.0,Beograd,Beograd na vodi
3612,stan,prodaja,31.0,,,,,False,Samostalno,2.0,,39900.0,Beograd,Zemun (Novi Grad)
3613,stan,prodaja,92.0,2018,,,6.0,False,Centralno,3.0,,257888.0,Beograd,Beograd na vodi
3615,stan,prodaja,73.0,2018,,,30.0,False,Centralno,2.0,,553888.0,Beograd,Beograd na vodi
3616,stan,prodaja,82.0,2018,,,16.0,False,Centralno,3.0,,249888.0,Beograd,Beograd na vodi
3626,stan,prodaja,100.0,2008,,,,False,Samostalno,2.0,,75000.0,Beograd,Medaković III
3629,stan,prodaja,75.0,1980,,,1.0,False,Samostalno,3.0,,65000.0,Beograd,Višnjica
3633,stan,prodaja,93.0,,,,3.0,False,Samostalno,4.0,,70000.0,Beograd,Karaburma
3634,stan,prodaja,174.0,,,,2.0,False,Samostalno,2.0,,160000.0,Beograd,Višnjička banja
3639,stan,prodaja,54.0,,,,4.0,False,Centralno,3.0,,98000.0,Beograd,Novi Beograd Blok 11c (Stari Merkator)
3640,stan,prodaja,45.0,2017,,,,False,Samostalno,1.0,,119700.0,Beograd,Retenzija
3643,stan,prodaja,41.0,2016,,,,False,Samostalno,2.0,,41000.0,Beograd,Višnjica
3645,stan,prodaja,44.0,,,,,False,Centralno,2.0,,38000.0,Beograd,Severni bulevar
3649,stan,izdavanje,55.0,,,,6.0,False,Centralno,2.0,,350.0,Beograd,Kalenić pijaca
3650,stan,prodaja,36.0,2016,,,,False,Samostalno,2.0,,36000.0,Beograd,Višnjica
3652,stan,prodaja,43.0,2016,,,1.0,False,Samostalno,2.0,,43000.0,Beograd,Višnjica
3653,stan,prodaja,47.0,2016,,,,False,Samostalno,2.0,,39950.0,Beograd,Višnjica
3655,stan,prodaja,140.0,,,,7.0,False,Centralno,4.0,,199900.0,Beograd,Savski trg
3656,stan,prodaja,65.0,,,,,False,Centralno,2.0,,55000.0,Beograd,Vidikovac
3676,stan,prodaja,85.0,,,,1.0,False,Samostalno,5.0,,55000.0,Beograd,Vidikovačka padina
3682,stan,prodaja,70.0,1983,,,1.0,False,Centralno,3.0,,51500.0,Beograd,Borča I
3697,stan,prodaja,40.0,2012,,,,False,Samostalno,2.0,,41600.0,Beograd,Mirijevo I
3700,stan,prodaja,102.0,,,,6.0,False,Centralno,5.0,,93000.0,Beograd,Cerak
3709,stan,prodaja,90.0,2010,,,3.0,False,Centralno,3.0,,125000.0,Beograd,Lekino brdo
3715,stan,prodaja,120.0,,,,,False,Samostalno,4.0,,300000.0,Beograd,Lisičji jarak
3718,stan,prodaja,83.0,1950,,,4.0,False,Centralno,4.0,,90000.0,Beograd,Crveni krst
3723,stan,prodaja,162.0,2000,,,3.0,False,Samostalno,6.0,,275000.0,Beograd,Lion
3726,stan,prodaja,100.0,1992,,,6.0,False,Centralno,4.0,,165000.0,Beograd,Poštanska štedionica
3728,stan,prodaja,110.0,,,,,False,Samostalno,4.0,,45000.0,Beograd,Višnjička banja
3729,stan,prodaja,167.0,,,,1.0,False,Centralno,5.0,,380000.0,Beograd,Vračar (Centar)
3734,stan,prodaja,52.0,2013,,,1.0,False,Samostalno,3.0,,39000.0,Beograd,Grocka
3738,stan,prodaja,32.0,2015,,,6.0,False,Centralno,2.0,,100000.0,Beograd,Poštanska štedionica
3741,stan,prodaja,55.0,,,,13.0,False,Centralno,2.0,,48000.0,Beograd,Labudovo brdo
3750,stan,prodaja,54.0,,,,,False,Samostalno,3.0,,57000.0,Beograd,Beograđanka ( centar )
3751,stan,prodaja,112.0,1986,,,3.0,False,Samostalno,4.0,,95000.0,Beograd,Mirijevo I
3754,stan,prodaja,95.0,2007,,,2.0,False,Samostalno,4.0,,69000.0,Beograd,Zemun Polje
3758,stan,prodaja,50.0,,,,,False,Centralno,2.0,,48000.0,Beograd,Petlovo brdo
3759,stan,prodaja,92.0,,,,3.0,False,Centralno,4.0,,148000.0,Beograd,Kumodraž I
3760,stan,prodaja,50.0,,,,,False,Samostalno,2.0,,44000.0,Beograd,Karaburma
3784,stan,prodaja,60.0,2010,,,8.0,False,Centralno,2.0,,90000.0,Beograd,Lion
3787,stan,prodaja,93.0,,,,3.0,False,Centralno,5.0,,95000.0,Beograd,Cerak vinogradi
3788,stan,prodaja,153.0,2006,,,3.0,False,Centralno,4.0,,290000.0,Beograd,Đeram pijaca
3790,stan,prodaja,85.0,1989,,,,False,Centralno,3.0,,69000.0,Beograd,Mirijevo I
3793,stan,prodaja,75.0,1998,,,2.0,False,Centralno,4.0,,76900.0,Beograd,Žarkovo
3794,stan,prodaja,75.0,1998,,,2.0,False,Centralno,4.0,,76900.0,Beograd,Bele vode
3798,stan,prodaja,72.0,2010,,,8.0,False,Centralno,3.0,,108000.0,Beograd,Lion
3799,stan,prodaja,95.0,,,,9.0,False,Centralno,4.0,,89000.0,Beograd,Cerak vinogradi
3803,stan,prodaja,71.0,,,,,False,Centralno,3.0,,106000.0,Beograd,Novi Beograd Blok 61
3806,stan,prodaja,45.0,2007,,,,False,Samostalno,1.0,,45000.0,Beograd,Učiteljsko naselje
3809,stan,prodaja,90.0,2001,,,3.0,False,Centralno,4.0,,87000.0,Beograd,Žarkovo
3812,stan,prodaja,120.0,2015,,,6.0,False,Centralno,4.0,,264000.0,Beograd,Lipov lad
3814,stan,prodaja,77.0,2008,,,1.0,False,Samostalno,2.0,,77000.0,Beograd,Jajinci
3816,stan,prodaja,120.0,,,,2.0,False,Samostalno,4.0,,135000.0,Beograd,Kluz
3818,stan,prodaja,134.0,,,,,False,Centralno,4.0,,150000.0,Beograd,Novi Beograd Blok 63
3819,stan,prodaja,175.0,2015,,,,False,Centralno,6.0,,459000.0,Beograd,Lipov lad
3821,stan,prodaja,45.0,2010,,,3.0,False,Centralno,2.0,,81000.0,Beograd,Lipov lad
3823,stan,prodaja,70.0,1985,,,8.0,False,Centralno,3.0,,65000.0,Beograd,Mirijevo I
3824,stan,prodaja,88.0,2015,,,4.0,False,Centralno,4.0,,242000.0,Beograd,Lipov lad
3825,stan,prodaja,60.0,,,,,False,Samostalno,2.0,,108000.0,Beograd,Poštanska štedionica
3826,stan,prodaja,43.0,,,,,False,Samostalno,2.0,,42000.0,Beograd,Cerak
3828,stan,prodaja,110.0,,,,4.0,False,Samostalno,4.0,,110000.0,Beograd,Kanarevo brdo
3829,stan,prodaja,88.0,2015,,,3.0,False,Centralno,4.0,,242000.0,Beograd,Lipov lad
3832,stan,prodaja,70.0,1977,,,2.0,False,Centralno,3.0,,68000.0,Beograd,Rakovica
3836,stan,prodaja,85.0,,,,,False,Centralno,4.0,,110000.0,Beograd,Voždovac
3840,stan,prodaja,62.0,2009,,,,False,Samostalno,3.0,,114000.0,Beograd,Lekino brdo
3841,stan,prodaja,70.0,1985,,,8.0,False,Centralno,3.0,,65000.0,Beograd,Mirijevo I
3842,stan,prodaja,88.0,2015,,,4.0,False,Centralno,4.0,,242000.0,Beograd,Lipov lad
3843,stan,prodaja,60.0,,,,,False,Samostalno,2.0,,108000.0,Beograd,Poštanska štedionica
3844,stan,prodaja,43.0,,,,,False,Samostalno,2.0,,42000.0,Beograd,Cerak
3846,stan,prodaja,110.0,,,,4.0,False,Samostalno,4.0,,110000.0,Beograd,Kanarevo brdo
3847,stan,prodaja,88.0,2015,,,3.0,False,Centralno,4.0,,242000.0,Beograd,Lipov lad
3850,stan,prodaja,70.0,1977,,,2.0,False,Centralno,3.0,,68000.0,Beograd,Rakovica
3854,stan,prodaja,85.0,,,,,False,Centralno,4.0,,110000.0,Beograd,Voždovac
3858,stan,prodaja,62.0,2009,,,,False,Samostalno,3.0,,114000.0,Beograd,Lekino brdo
